Date,Open,High,Low,Close,Volume
31-Jan-17,141.41,143.99,140.93,141.65,868025
30-Jan-17,143.57,143.66,139.81,140.95,978571
27-Jan-17,143.52,144.58,143.28,144.38,334563
26-Jan-17,143.71,143.71,141.88,142.82,692109
25-Jan-17,142.42,145.03,141.90,144.13,1172942
24-Jan-17,146.65,149.75,137.72,142.15,2880190
23-Jan-17,141.92,146.51,141.64,145.28,1605562
20-Jan-17,142.23,142.27,140.59,141.44,552702
19-Jan-17,142.57,142.57,141.06,141.74,665592
18-Jan-17,142.72,143.30,141.70,143.10,650490
17-Jan-17,140.30,142.14,140.14,141.53,719073
13-Jan-17,140.24,142.68,139.78,141.32,730123
12-Jan-17,138.93,138.93,137.56,138.35,624391
11-Jan-17,137.12,139.23,136.14,139.13,868482
10-Jan-17,138.98,139.36,137.34,137.56,844103
9-Jan-17,140.04,141.02,138.27,139.18,890973
6-Jan-17,137.10,141.90,137.10,139.98,1054345
5-Jan-17,135.21,135.86,134.69,135.73,839388
4-Jan-17,136.52,137.24,135.33,135.49,815484
3-Jan-17,135.05,136.86,134.68,136.43,648782
30-Dec-16,135.24,135.30,133.71,134.39,464274
29-Dec-16,134.36,134.98,133.86,134.50,350358
28-Dec-16,136.75,136.81,134.37,134.66,310265
27-Dec-16,136.61,137.64,136.00,136.51,237970
23-Dec-16,136.22,136.58,135.08,136.21,287608
22-Dec-16,135.37,136.48,134.70,135.72,313812
21-Dec-16,136.78,136.78,135.11,135.64,402059
20-Dec-16,135.98,137.65,135.94,136.33,403425
19-Dec-16,136.70,138.31,135.61,136.13,495916
16-Dec-16,138.18,139.90,136.70,137.08,1057325
15-Dec-16,138.26,138.87,137.32,137.50,787671
14-Dec-16,139.25,140.39,138.12,138.40,411813
13-Dec-16,139.87,140.70,138.60,139.59,583149
12-Dec-16,138.61,141.93,138.61,139.44,710227
9-Dec-16,138.34,140.28,137.92,139.51,362144
8-Dec-16,136.24,138.13,135.01,138.07,462222
7-Dec-16,137.85,138.11,134.08,136.67,954743
6-Dec-16,135.38,139.59,134.56,138.88,790560
5-Dec-16,135.89,136.72,134.77,134.83,510177
2-Dec-16,133.64,135.43,133.35,134.73,445768
1-Dec-16,134.44,135.10,133.59,133.71,553493
30-Nov-16,137.80,138.06,134.55,134.57,758388
29-Nov-16,136.81,139.28,136.59,137.63,577103
28-Nov-16,138.62,138.71,136.12,136.56,506046
25-Nov-16,138.37,139.04,138.00,138.72,144346
23-Nov-16,134.86,138.51,133.90,138.35,607153
22-Nov-16,136.96,137.87,134.82,135.30,824136
21-Nov-16,135.98,137.69,135.29,137.65,782122
18-Nov-16,139.02,139.02,135.10,135.18,1048431
17-Nov-16,140.25,141.51,137.22,138.85,1004344
16-Nov-16,141.64,143.58,140.32,140.70,445961
15-Nov-16,139.82,142.08,139.03,141.47,588133
14-Nov-16,142.74,143.75,139.66,140.18,812623
11-Nov-16,142.39,143.35,141.22,142.09,376078
10-Nov-16,144.90,145.27,141.97,143.32,574232
9-Nov-16,143.50,144.63,140.56,142.38,742856
8-Nov-16,139.97,141.76,139.11,141.15,447405
7-Nov-16,139.81,140.94,139.62,140.29,581997
4-Nov-16,137.16,139.86,137.16,138.04,603112
3-Nov-16,136.79,137.46,136.01,136.79,631701
2-Nov-16,137.56,137.92,136.38,136.42,462576
1-Nov-16,139.15,139.51,136.39,137.43,781796
31-Oct-16,139.03,140.36,138.73,139.14,599045
28-Oct-16,140.50,141.38,138.70,139.81,706651
27-Oct-16,138.39,142.00,138.39,140.80,987828
26-Oct-16,137.80,139.62,136.61,137.42,1428380
25-Oct-16,147.32,147.32,138.41,138.60,3184613
24-Oct-16,157.07,158.66,156.74,157.75,649659
21-Oct-16,156.50,156.50,154.76,156.18,439910
20-Oct-16,156.77,157.86,156.43,157.19,464117
19-Oct-16,156.75,157.41,156.24,157.29,389580
18-Oct-16,156.41,157.47,155.60,156.74,410444
17-Oct-16,155.36,155.83,154.27,155.17,361861
14-Oct-16,155.56,156.54,154.43,154.90,352461
13-Oct-16,154.98,155.38,153.97,154.82,404883
12-Oct-16,157.17,157.36,155.70,155.75,394749
11-Oct-16,158.21,158.21,155.92,156.83,680377
10-Oct-16,160.00,160.00,158.75,158.89,344199
7-Oct-16,158.16,159.07,157.23,159.00,816731
6-Oct-16,157.99,158.82,157.12,157.76,408164
5-Oct-16,158.89,159.19,157.91,158.27,512725
4-Oct-16,159.00,159.72,157.71,158.20,431225
3-Oct-16,157.35,159.57,157.20,159.05,443877
30-Sep-16,156.98,159.10,156.44,158.49,433164
29-Sep-16,158.24,158.24,155.05,156.34,337954
28-Sep-16,159.37,159.50,156.79,158.24,560450
27-Sep-16,156.51,159.48,156.51,159.48,705665
26-Sep-16,156.67,157.73,156.20,156.78,326417
23-Sep-16,157.91,158.30,156.91,157.67,355276
22-Sep-16,157.73,158.24,157.00,157.82,332843
21-Sep-16,155.54,156.97,154.45,156.72,316644
20-Sep-16,156.04,156.64,155.00,155.09,261763
19-Sep-16,154.39,155.24,153.74,154.68,375404
16-Sep-16,155.25,155.79,153.73,153.89,494958
15-Sep-16,153.08,155.63,152.69,155.16,337446
14-Sep-16,153.38,154.23,151.88,152.89,493224
13-Sep-16,152.27,153.67,150.65,153.07,668823
12-Sep-16,150.71,153.64,150.08,153.44,544653
9-Sep-16,157.99,157.99,151.11,151.13,845422
8-Sep-16,158.86,160.26,158.62,159.49,372190
7-Sep-16,156.82,159.37,156.22,159.23,832048
6-Sep-16,156.80,157.10,155.92,156.69,412114
2-Sep-16,156.93,157.60,155.24,156.19,574220
1-Sep-16,157.42,158.25,155.77,156.10,490529
31-Aug-16,157.22,157.61,155.95,157.31,458393
30-Aug-16,158.89,159.22,157.43,157.52,350745
29-Aug-16,158.25,159.60,158.12,158.90,277861
26-Aug-16,158.56,159.48,157.37,158.21,400998
25-Aug-16,158.15,159.23,157.04,158.11,362622
24-Aug-16,161.66,162.32,157.72,157.99,736676
23-Aug-16,161.00,162.53,160.79,161.82,432690
22-Aug-16,160.04,160.83,159.47,160.78,343345
19-Aug-16,158.59,160.46,158.23,160.26,575872
18-Aug-16,158.00,159.59,157.31,159.10,364519
17-Aug-16,158.78,158.78,157.80,158.49,407950
16-Aug-16,158.46,158.90,158.08,158.23,227991
15-Aug-16,158.55,159.91,158.28,159.14,356023
12-Aug-16,158.85,158.85,157.67,158.25,268860
11-Aug-16,158.68,159.43,157.87,159.30,289609
10-Aug-16,158.26,158.66,157.01,158.51,368407
9-Aug-16,157.38,158.65,157.15,158.27,291881
8-Aug-16,156.86,157.60,156.25,157.39,404991
5-Aug-16,158.47,158.54,156.70,157.25,382779
4-Aug-16,157.49,158.79,156.38,157.45,760701
3-Aug-16,157.45,157.92,156.34,157.20,646728
2-Aug-16,159.53,159.54,156.45,157.21,707705
1-Aug-16,158.90,161.22,158.88,159.58,610916
29-Jul-16,157.22,159.46,156.93,158.93,496754
28-Jul-16,157.31,157.59,155.89,157.06,507208
27-Jul-16,155.09,158.00,154.58,157.40,773423
26-Jul-16,151.65,159.46,151.36,155.09,1474555
25-Jul-16,149.00,149.18,147.19,148.44,586169
22-Jul-16,149.46,150.20,149.15,149.40,324504
21-Jul-16,150.30,150.93,148.67,149.46,321489
20-Jul-16,149.01,150.90,148.14,150.58,296242
19-Jul-16,148.47,148.95,147.65,148.79,241006
18-Jul-16,149.00,149.22,148.13,148.93,134932
15-Jul-16,149.82,149.82,148.37,148.83,413367
14-Jul-16,149.16,149.60,148.06,149.27,252104
13-Jul-16,151.44,151.44,147.22,147.92,271934
12-Jul-16,146.49,147.68,146.12,147.61,416856
11-Jul-16,147.13,147.20,145.20,145.78,229164
8-Jul-16,143.67,146.96,143.61,146.53,485493
7-Jul-16,142.74,143.30,141.89,142.47,300962
6-Jul-16,141.11,142.84,141.11,142.65,403132
5-Jul-16,141.33,142.15,140.76,141.52,427149
1-Jul-16,140.58,143.73,140.50,142.07,756720
30-Jun-16,134.41,140.75,134.38,140.65,814084
29-Jun-16,134.79,135.29,134.17,134.65,481551
28-Jun-16,133.21,134.35,132.34,133.99,355732
27-Jun-16,134.16,134.78,131.35,132.50,458561
24-Jun-16,135.00,137.14,134.71,135.53,968883
23-Jun-16,138.57,139.12,137.55,138.40,345155
22-Jun-16,136.19,138.00,136.19,137.23,341381
21-Jun-16,136.68,137.26,135.75,136.10,269277
20-Jun-16,136.07,137.59,135.52,136.46,379853
17-Jun-16,135.56,136.00,132.95,134.02,667260
16-Jun-16,134.48,135.61,133.58,135.37,267408
15-Jun-16,136.24,136.60,134.89,134.99,386219
14-Jun-16,135.00,136.24,133.60,135.91,520935
13-Jun-16,137.69,137.98,135.56,135.63,383942
10-Jun-16,138.74,139.11,137.53,138.04,283819
9-Jun-16,139.45,140.70,139.35,140.05,342091
8-Jun-16,138.03,139.84,137.55,139.68,294091
7-Jun-16,138.49,138.94,137.74,138.21,203471
6-Jun-16,138.26,139.37,137.44,138.78,279928
3-Jun-16,139.15,139.15,137.40,138.38,322957
2-Jun-16,138.13,140.11,138.13,139.76,623770
1-Jun-16,137.08,138.84,136.56,138.46,316000
31-May-16,137.72,138.27,136.65,137.55,707957
27-May-16,136.71,137.60,136.59,137.45,192862
26-May-16,137.31,137.52,136.47,136.71,187146
25-May-16,137.68,138.32,137.11,137.61,280638
24-May-16,135.61,138.05,134.26,137.56,545555
23-May-16,135.26,135.88,134.17,135.11,359896
